name	description	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670
Hs~MGC:AB065662.1~uORF:IOH28287	olfactory receptor, family 6, subfamily B, member 3 (OR6B3), mRNA	-0.24936616226833805	-0.21844469555293078	-0.20439544997503603	-0.1729030860328245	-0.2291532966113099	-0.22027260295838932	-0.28288358506962463	-0.14749994358572383	-0.12126292298146713	-0.12117284916762916
Hs~MGC:AB065755.1~uORF:IOH28258	olfactory receptor, family 10, subfamily G, member 8 (OR10G8), mRNA	-0.19327658998707664	-0.16701962411008306	-0.1653938904142426	-0.19201168152322684	-0.1791818994008672	-0.21194489814588965	-0.1861412540636552	-0.16675781431843134	-0.020677949417057414	-0.12033138895729818
Hs~MGC:BC000001.1~uORF:IOH4593	chitinase domain containing 1 (CHID1)	-0.08641448666311208	-0.2558552768052727	-0.20568404775788163	-0.2278402980677312	-0.2811689782530889	-0.24988222006949934	-0.3191480113406051	-0.22251606795150317	-0.33428670566764834	-0.15555250918972374
Hs~MGC:BC000026.1~uORF:IOH4716	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) (AGPAT2)	-0.29461314065136307	-0.2557394545722933	-0.2297378730376661	-0.2598471955141551	-0.29865896727674385	-0.2340364484123819	-0.40127298898811786	-0.2405423306722352	-0.35833963412870284	-0.1890907090014873
Hs~MGC:BC000029.2~uORF:IOH4750	Phosphatidylinositol 4-kinase beta	-0.27251093001265037	-0.226899718560426	-0.24975409193120104	-0.24140740086591683	-0.1967854597818186	-0.2792605120469288	-0.378398504724884	-0.21971695883337708	-0.3486724284314369	-0.156995012407434
Hs~MGC:BC000043.1~uORF:IOH4765	ADP-ribosylation factor-like 4D (ARL4D)	-0.21683838057362884	-0.10296992927248216	-0.21908546469947582	-0.1594315262120909	-0.23676257755017277	-0.20674008263807733	-0.12778342347989277	-0.21277516822042436	-0.21494274961925833	-0.1384828877801523
Hs~MGC:BC000044.1~uORF:IOH4604	Spindlin-2B	0.6494223184691239	0.23465187986243027	0.4471195890316981	0.17554215273466184	0.7479010902101413	0.10693679863274426	3.13233270685622	0.1861538632949067	0.5819112057125183	0.1747807276659262
Hs~MGC:BC000052.1~uORF:IOH4650	peroxisome proliferator-activated receptor alpha (PPARA)	-0.14041894473317418	-0.20987385031245617	-0.15087568872751553	-0.21685285566074985	-0.2329011514020931	-0.2632990778229711	-0.20299026442340307	-0.22229213922205307	-0.18329415953892345	-0.10722865139642997
Hs~MGC:BC000082.1~uORF:IOH4680	Arsenite-resistance protein 2	-0.21944477333762796	-0.21022131701139432	-0.1920249112597183	-0.23051550143638752	-0.2083697382260576	-0.22327982969623644	-0.25922802085593893	-0.20348212594824572	-0.27939078760103114	-0.1360787157506352
Hs~MGC:BC000084.1~uORF:IOH4697	Protein SOLO	-0.13134869791445716	-0.14814060013444302	-0.1711496271776196	-0.17987772338682137	-0.16305476666476978	0.014406745160525494	-0.11651355562337269	-0.13372832672454343	0.13468785643185918	-0.10386281055510603
Hs~MGC:BC000091.1~uORF:IOH4587	ATG7 autophagy related 7 homolog (S. cerevisiae) (ATG7)	-0.2250745817078661	-0.17118922449734097	-0.22243581893487438	-0.2412163149110128	-0.22790401168104885	-0.2638773906571724	-0.3509491236090034	-0.22688267817577987	-0.12425515331633515	-0.15290791995725492
Hs~MGC:BC000103.1~uORF:IOH4659	NCK adaptor protein 2 (NCK2)	0.7919398748045967	0.03555346137086442	0.1748818307758515	-0.03885628866765222	0.21309356870110796	0.3389559077143328	0.10352782470393039	0.3535405885588472	0.8744592638369229	0.13703522680250768
Hs~MGC:BC000108.1~uORF:IOH4735	WW domain containing E3 ubiquitin protein ligase 2 (WWP2)	-0.07088038578967722	0.8543008263021495	0.08038466003384102	-0.03149947940384733	0.1538093201923555	0.32345712375773616	0.13410152562161856	0.08560986377181738	0.84729901925889	0.46941200988324716
Hs~MGC:BC000112.1~uORF:IOH4632	retinol dehydrogenase 11 (all-trans/9-cis/11-cis) (RDH11)	-0.19004466295971773	-0.17802273624312479	-0.034558262195986275	-0.17175657030340039	-0.12921050219042451	-0.1760895024254049	-0.26692723751039327	-0.12645064301741557	0.006021952032534178	-0.13175120609750443
Hs~MGC:BC000116.1~uORF:IOH4364	KIAA0174 (KIAA0174)	-0.11706566556774191	0.15844085056199378	0.1499689403075033	-0.08108628470144136	-0.010528433815623107	-0.08691366339155406	0.12629072611709968	-0.01986056779917388	0.07530359286293994	-0.0054119659463806626
Hs~MGC:BC000120.1~uORF:IOH4407	general transcription factor IIF, polypeptide 1, 74kDa (GTF2F1)	-0.16856798658436484	-0.19029989293893979	0.11380229586897019	0.13703833282150116	-0.12126050717967227	0.3885751488888101	0.6806343252378104	0.17910010831722897	-0.06889889212127671	-0.15218666834839978
Hs~MGC:BC000132.2~uORF:IOH2877	centrosomal protein 72kDa (CEP72)	-0.16335520105636656	-0.1210381976172665	-0.16840061857421565	-0.23500602137663207	-0.18656403762513715	-0.24537137996272868	-0.3669054711682348	-0.1359676140190443	-0.09525353622453739	-0.13175120609750443
Hs~MGC:BC000157.2~uORF:IOH2943	zinc finger protein 691 (ZNF691)	0.34280627371226563	0.21195072219847047	0.045162987302728025	-0.13478143802947187	-0.10819980109057929	-0.0322052692761047	0.8818182039042037	-0.15153066071582538	-0.020447777852836798	-0.05253373772491588
Hs~MGC:BC000162.2~uORF:IOH2911	serine/threonine kinase receptor associated protein (STRAP)	-0.2317469471837039	-0.20014478274218767	-0.2217485667840234	-0.20854061662242485	-0.21143616487306205	-0.14509193451221158	-0.3171395200394431	-0.24625251327321246	-0.2874467923487527	-0.1299480770753666
Hs~MGC:BC000166.2~uORF:IOH2928	HIV-1 Tat interacting protein, 60kDa (HTATIP)	0.826969793552745	0.5001164378511848	0.24584061535121574	1.1419593696617594	0.1800443037278379	0.1838524055815261	0.8719989130985228	0.04093608224652491	1.0399526185115466	0.0860667797767451
Hs~MGC:BC000175.2~uORF:IOH2926	Hermansky-Pudlak syndrome 1 (HPS1)	-0.17701269913972204	-0.21010549477841495	-0.10345529031879755	-0.193349283207555	-0.11319694081162356	-0.2301039211398126	-0.2927028758753055	-0.1395504736902457	-0.1478477386489484	-0.19966906593136258
Hs~MGC:BC000177.2~uORF:IOH2886	DnaJ (Hsp40) homolog, subfamily B, member 6 (DNAJB6)	-0.3843773074434933	-0.3433010627047097	-0.3469143647577591	-0.30838302805977696	0.11201506070725796	-0.2702388318333875	-0.4153324280962518	-0.19665229970001805	-0.27179512598175076	-0.15663438660300644
